2026-04-26 00:37:18 | WARNING | ALERT | TxID=TX000022 | Customer=AC00014 | Model=Isolation Forest | Risk=73.7% | Location=Las Vegas | Amount=£85.77
2026-04-26 01:47:16 | WARNING | ALERT | TxID=TX000382 | Customer=AC00021 | Model=Isolation Forest | Risk=72.7% | Location=Phoenix | Amount=£180.24
2026-04-26 01:47:16 | WARNING | ALERT | TxID=TX000430 | Customer=AC00357 | Model=Isolation Forest | Risk=72.9% | Location=Las Vegas | Amount=£296.00
2026-04-26 01:47:16 | WARNING | ALERT | TxID=TX000442 | Customer=AC00351 | Model=Isolation Forest | Risk=85.7% | Location=Albuquerque | Amount=£92.29
2026-04-26 01:47:16 | WARNING | ALERT | TxID=TX000455 | Customer=AC00264 | Model=Isolation Forest | Risk=58.2% | Location=Detroit | Amount=£611.11
2026-04-26 01:47:16 | WARNING | ALERT | TxID=TX000476 | Customer=AC00464 | Model=Isolation Forest | Risk=67.8% | Location=Oklahoma City | Amount=£1431.30
2026-04-26 01:47:16 | WARNING | ALERT | TxID=TX000499 | Customer=AC00450 | Model=Isolation Forest | Risk=68.0% | Location=Columbus | Amount=£654.48
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000022 | Customer=AC00014 | Model=Isolation Forest | Risk=73.7% | Location=Las Vegas | Amount=£85.77
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000032 | Customer=AC00291 | Model=Isolation Forest | Risk=75.0% | Location=Baltimore | Amount=£59.12
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000039 | Customer=AC00478 | Model=Isolation Forest | Risk=57.6% | Location=Mesa | Amount=£795.31
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000047 | Customer=AC00282 | Model=Isolation Forest | Risk=82.4% | Location=Baltimore | Amount=£164.49
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000074 | Customer=AC00110 | Model=Isolation Forest | Risk=60.9% | Location=Jacksonville | Amount=£233.92
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000082 | Customer=AC00445 | Model=Isolation Forest | Risk=100.0% | Location=Phoenix | Amount=£345.39
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000090 | Customer=AC00437 | Model=Isolation Forest | Risk=68.6% | Location=Kansas City | Amount=£392.96
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000094 | Customer=AC00373 | Model=Isolation Forest | Risk=58.2% | Location=Los Angeles | Amount=£442.12
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000144 | Customer=AC00108 | Model=Isolation Forest | Risk=81.7% | Location=Oklahoma City | Amount=£233.74
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000194 | Customer=AC00047 | Model=Isolation Forest | Risk=69.7% | Location=Virginia Beach | Amount=£280.57
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000233 | Customer=AC00299 | Model=Isolation Forest | Risk=82.9% | Location=Denver | Amount=£217.50
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000257 | Customer=AC00073 | Model=Isolation Forest | Risk=69.1% | Location=Washington | Amount=£186.60
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000269 | Customer=AC00147 | Model=Isolation Forest | Risk=64.4% | Location=Washington | Amount=£270.72
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000297 | Customer=AC00381 | Model=Isolation Forest | Risk=82.3% | Location=Phoenix | Amount=£475.36
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000298 | Customer=AC00110 | Model=Isolation Forest | Risk=66.6% | Location=San Francisco | Amount=£34.74
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000313 | Customer=AC00219 | Model=Isolation Forest | Risk=66.8% | Location=Dallas | Amount=£100.66
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000317 | Customer=AC00200 | Model=Isolation Forest | Risk=59.0% | Location=Houston | Amount=£12.23
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000319 | Customer=AC00106 | Model=Isolation Forest | Risk=61.4% | Location=Columbus | Amount=£301.85
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000332 | Customer=AC00140 | Model=Isolation Forest | Risk=60.8% | Location=Philadelphia | Amount=£126.81
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000382 | Customer=AC00021 | Model=Isolation Forest | Risk=72.7% | Location=Phoenix | Amount=£180.24
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000430 | Customer=AC00357 | Model=Isolation Forest | Risk=72.9% | Location=Las Vegas | Amount=£296.00
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000442 | Customer=AC00351 | Model=Isolation Forest | Risk=85.7% | Location=Albuquerque | Amount=£92.29
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000455 | Customer=AC00264 | Model=Isolation Forest | Risk=58.2% | Location=Detroit | Amount=£611.11
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000476 | Customer=AC00464 | Model=Isolation Forest | Risk=67.8% | Location=Oklahoma City | Amount=£1431.30
2026-04-26 01:49:24 | WARNING | ALERT | TxID=TX000499 | Customer=AC00450 | Model=Isolation Forest | Risk=68.0% | Location=Columbus | Amount=£654.48
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000022 | Customer=AC00014 | Model=Isolation Forest | Risk=73.7% | Location=Las Vegas | Amount=£85.77
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000032 | Customer=AC00291 | Model=Isolation Forest | Risk=75.0% | Location=Baltimore | Amount=£59.12
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000039 | Customer=AC00478 | Model=Isolation Forest | Risk=57.6% | Location=Mesa | Amount=£795.31
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000047 | Customer=AC00282 | Model=Isolation Forest | Risk=82.4% | Location=Baltimore | Amount=£164.49
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000074 | Customer=AC00110 | Model=Isolation Forest | Risk=60.9% | Location=Jacksonville | Amount=£233.92
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000082 | Customer=AC00445 | Model=Isolation Forest | Risk=100.0% | Location=Phoenix | Amount=£345.39
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000090 | Customer=AC00437 | Model=Isolation Forest | Risk=68.6% | Location=Kansas City | Amount=£392.96
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000094 | Customer=AC00373 | Model=Isolation Forest | Risk=58.2% | Location=Los Angeles | Amount=£442.12
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000144 | Customer=AC00108 | Model=Isolation Forest | Risk=81.7% | Location=Oklahoma City | Amount=£233.74
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000194 | Customer=AC00047 | Model=Isolation Forest | Risk=69.7% | Location=Virginia Beach | Amount=£280.57
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000233 | Customer=AC00299 | Model=Isolation Forest | Risk=82.9% | Location=Denver | Amount=£217.50
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000257 | Customer=AC00073 | Model=Isolation Forest | Risk=69.1% | Location=Washington | Amount=£186.60
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000269 | Customer=AC00147 | Model=Isolation Forest | Risk=64.4% | Location=Washington | Amount=£270.72
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000297 | Customer=AC00381 | Model=Isolation Forest | Risk=82.3% | Location=Phoenix | Amount=£475.36
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000298 | Customer=AC00110 | Model=Isolation Forest | Risk=66.6% | Location=San Francisco | Amount=£34.74
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000313 | Customer=AC00219 | Model=Isolation Forest | Risk=66.8% | Location=Dallas | Amount=£100.66
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000317 | Customer=AC00200 | Model=Isolation Forest | Risk=59.0% | Location=Houston | Amount=£12.23
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000319 | Customer=AC00106 | Model=Isolation Forest | Risk=61.4% | Location=Columbus | Amount=£301.85
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000332 | Customer=AC00140 | Model=Isolation Forest | Risk=60.8% | Location=Philadelphia | Amount=£126.81
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000382 | Customer=AC00021 | Model=Isolation Forest | Risk=72.7% | Location=Phoenix | Amount=£180.24
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000430 | Customer=AC00357 | Model=Isolation Forest | Risk=72.9% | Location=Las Vegas | Amount=£296.00
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000442 | Customer=AC00351 | Model=Isolation Forest | Risk=85.7% | Location=Albuquerque | Amount=£92.29
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000455 | Customer=AC00264 | Model=Isolation Forest | Risk=58.2% | Location=Detroit | Amount=£611.11
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000476 | Customer=AC00464 | Model=Isolation Forest | Risk=67.8% | Location=Oklahoma City | Amount=£1431.30
2026-04-26 01:54:40 | WARNING | ALERT | TxID=TX000499 | Customer=AC00450 | Model=Isolation Forest | Risk=68.0% | Location=Columbus | Amount=£654.48
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000022 | Customer=AC00014 | Model=Isolation Forest | Risk=73.7% | Location=Las Vegas | Amount=£85.77
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000032 | Customer=AC00291 | Model=Isolation Forest | Risk=75.0% | Location=Baltimore | Amount=£59.12
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000039 | Customer=AC00478 | Model=Isolation Forest | Risk=57.6% | Location=Mesa | Amount=£795.31
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000047 | Customer=AC00282 | Model=Isolation Forest | Risk=82.4% | Location=Baltimore | Amount=£164.49
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000074 | Customer=AC00110 | Model=Isolation Forest | Risk=60.9% | Location=Jacksonville | Amount=£233.92
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000082 | Customer=AC00445 | Model=Isolation Forest | Risk=100.0% | Location=Phoenix | Amount=£345.39
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000090 | Customer=AC00437 | Model=Isolation Forest | Risk=68.6% | Location=Kansas City | Amount=£392.96
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000094 | Customer=AC00373 | Model=Isolation Forest | Risk=58.2% | Location=Los Angeles | Amount=£442.12
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000144 | Customer=AC00108 | Model=Isolation Forest | Risk=81.7% | Location=Oklahoma City | Amount=£233.74
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000194 | Customer=AC00047 | Model=Isolation Forest | Risk=69.7% | Location=Virginia Beach | Amount=£280.57
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000233 | Customer=AC00299 | Model=Isolation Forest | Risk=82.9% | Location=Denver | Amount=£217.50
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000257 | Customer=AC00073 | Model=Isolation Forest | Risk=69.1% | Location=Washington | Amount=£186.60
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000269 | Customer=AC00147 | Model=Isolation Forest | Risk=64.4% | Location=Washington | Amount=£270.72
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000297 | Customer=AC00381 | Model=Isolation Forest | Risk=82.3% | Location=Phoenix | Amount=£475.36
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000298 | Customer=AC00110 | Model=Isolation Forest | Risk=66.6% | Location=San Francisco | Amount=£34.74
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000313 | Customer=AC00219 | Model=Isolation Forest | Risk=66.8% | Location=Dallas | Amount=£100.66
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000317 | Customer=AC00200 | Model=Isolation Forest | Risk=59.0% | Location=Houston | Amount=£12.23
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000319 | Customer=AC00106 | Model=Isolation Forest | Risk=61.4% | Location=Columbus | Amount=£301.85
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000332 | Customer=AC00140 | Model=Isolation Forest | Risk=60.8% | Location=Philadelphia | Amount=£126.81
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000382 | Customer=AC00021 | Model=Isolation Forest | Risk=72.7% | Location=Phoenix | Amount=£180.24
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000430 | Customer=AC00357 | Model=Isolation Forest | Risk=72.9% | Location=Las Vegas | Amount=£296.00
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000442 | Customer=AC00351 | Model=Isolation Forest | Risk=85.7% | Location=Albuquerque | Amount=£92.29
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000455 | Customer=AC00264 | Model=Isolation Forest | Risk=58.2% | Location=Detroit | Amount=£611.11
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000476 | Customer=AC00464 | Model=Isolation Forest | Risk=67.8% | Location=Oklahoma City | Amount=£1431.30
2026-04-26 21:41:37 | WARNING | ALERT | TxID=TX000499 | Customer=AC00450 | Model=Isolation Forest | Risk=68.0% | Location=Columbus | Amount=£654.48
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000022 | Customer=AC00014 | Model=Isolation Forest | Risk=73.7% | Location=Las Vegas | Amount=£85.77
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000032 | Customer=AC00291 | Model=Isolation Forest | Risk=75.0% | Location=Baltimore | Amount=£59.12
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000039 | Customer=AC00478 | Model=Isolation Forest | Risk=57.6% | Location=Mesa | Amount=£795.31
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000047 | Customer=AC00282 | Model=Isolation Forest | Risk=82.4% | Location=Baltimore | Amount=£164.49
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000074 | Customer=AC00110 | Model=Isolation Forest | Risk=60.9% | Location=Jacksonville | Amount=£233.92
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000082 | Customer=AC00445 | Model=Isolation Forest | Risk=100.0% | Location=Phoenix | Amount=£345.39
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000090 | Customer=AC00437 | Model=Isolation Forest | Risk=68.6% | Location=Kansas City | Amount=£392.96
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000094 | Customer=AC00373 | Model=Isolation Forest | Risk=58.2% | Location=Los Angeles | Amount=£442.12
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000144 | Customer=AC00108 | Model=Isolation Forest | Risk=81.7% | Location=Oklahoma City | Amount=£233.74
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000194 | Customer=AC00047 | Model=Isolation Forest | Risk=69.7% | Location=Virginia Beach | Amount=£280.57
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000233 | Customer=AC00299 | Model=Isolation Forest | Risk=82.9% | Location=Denver | Amount=£217.50
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000257 | Customer=AC00073 | Model=Isolation Forest | Risk=69.1% | Location=Washington | Amount=£186.60
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000269 | Customer=AC00147 | Model=Isolation Forest | Risk=64.4% | Location=Washington | Amount=£270.72
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000297 | Customer=AC00381 | Model=Isolation Forest | Risk=82.3% | Location=Phoenix | Amount=£475.36
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000298 | Customer=AC00110 | Model=Isolation Forest | Risk=66.6% | Location=San Francisco | Amount=£34.74
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000313 | Customer=AC00219 | Model=Isolation Forest | Risk=66.8% | Location=Dallas | Amount=£100.66
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000317 | Customer=AC00200 | Model=Isolation Forest | Risk=59.0% | Location=Houston | Amount=£12.23
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000319 | Customer=AC00106 | Model=Isolation Forest | Risk=61.4% | Location=Columbus | Amount=£301.85
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000332 | Customer=AC00140 | Model=Isolation Forest | Risk=60.8% | Location=Philadelphia | Amount=£126.81
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000382 | Customer=AC00021 | Model=Isolation Forest | Risk=72.7% | Location=Phoenix | Amount=£180.24
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000430 | Customer=AC00357 | Model=Isolation Forest | Risk=72.9% | Location=Las Vegas | Amount=£296.00
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000442 | Customer=AC00351 | Model=Isolation Forest | Risk=85.7% | Location=Albuquerque | Amount=£92.29
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000455 | Customer=AC00264 | Model=Isolation Forest | Risk=58.2% | Location=Detroit | Amount=£611.11
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000476 | Customer=AC00464 | Model=Isolation Forest | Risk=67.8% | Location=Oklahoma City | Amount=£1431.30
2026-04-26 21:49:40 | WARNING | ALERT | TxID=TX000499 | Customer=AC00450 | Model=Isolation Forest | Risk=68.0% | Location=Columbus | Amount=£654.48
