TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,transaction_hour,transaction_day,transaction_month,days_since_last_transaction,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
261.45,0,0.02687904430064709,50,96,1,6735.74,17,4,10,374,0,0,1,0,1,0,0
284.17,1,0.0233947237431558,51,189,1,3479.56,16,2,5,530,1,0,0,0,0,1,0
382.07,0,0.024888003982080638,62,147,1,10156.09,17,0,6,518,0,1,0,1,0,0,0
73.19,1,0.02140368342458935,76,213,1,2264.98,16,2,10,383,0,1,0,0,0,1,0
8.37,1,0.022399203583872575,63,135,1,1106.34,16,3,1,662,1,0,0,0,0,1,0
163.22,1,0.02538576406172225,26,217,1,1788.27,18,3,4,578,0,0,1,0,0,0,1
436.8,1,0.0273768043802887,27,92,1,1256.33,16,0,7,490,0,0,1,0,0,0,1
202.49,0,0.021901443504230962,48,69,1,7447.1,16,3,12,312,1,0,0,0,1,0,0
415.88,1,0.02538576406172225,70,170,1,10008.33,17,3,4,557,0,1,0,1,0,0,0
198.62,0,0.02687904430064709,27,84,1,1196.07,16,0,5,539,0,1,0,0,0,0,1
17.45,1,0.024888003982080638,18,88,1,1959.52,16,2,9,418,1,0,0,0,0,0,1
127.8,0,0.021901443504230962,31,47,1,8630.99,16,3,3,613,0,1,0,0,1,0,0
421.25,1,0.02687904430064709,25,66,1,7174.69,16,3,1,669,0,0,1,0,0,0,1
862.34,1,0.02538576406172225,57,72,1,9903.48,16,3,5,529,0,1,0,1,0,0,0
11.04,1,0.0233947237431558,30,43,1,6983.04,18,0,2,630,0,0,1,0,1,0,0
245.93,1,0.02538576406172225,54,172,1,7986.63,18,1,6,517,0,1,0,0,1,0,0
568.07,1,0.018914883026381283,48,115,1,10556.81,17,0,8,434,1,0,0,1,0,0,0
568.76,1,0.018914883026381283,51,155,1,7484.32,16,0,10,392,1,0,0,0,0,1,0
651.55,1,0.0233947237431558,72,82,1,2325.78,17,4,3,605,0,0,1,0,0,1,0
66.91,1,0.0273768043802887,39,85,1,871.1,18,0,1,644,1,0,0,1,0,0,0
332.06,1,0.0273768043802887,29,221,4,11826.52,16,2,6,502,1,0,0,1,0,0,0
320.93,1,0.02140368342458935,55,178,1,9451.66,16,3,6,501,0,0,1,0,1,0,0
52.44,1,0.022896963663514187,27,87,1,3157.75,18,2,9,425,0,0,1,0,0,0,1
628.36,1,0.023892483822797413,44,108,1,11869.71,16,4,1,654,0,0,1,1,0,0,0
441.26,0,0.02687904430064709,58,87,5,13704.92,16,0,2,616,0,1,0,1,0,0,0
211.36,0,0.02687904430064709,51,286,1,7943.47,16,1,11,349,0,1,0,0,1,0,0
259.49,1,0.023892483822797413,72,292,1,7320.61,16,4,6,514,0,0,1,0,0,1,0
552.02,0,0.024888003982080638,44,100,1,522.08,16,3,11,340,1,0,0,0,1,0,0
10.3,1,0.02538576406172225,47,197,1,7801.32,16,3,12,333,1,0,0,0,1,0,0
1152.58,1,0.023892483822797413,65,180,1,7567.17,17,2,9,418,0,1,0,0,0,1,0
659.95,1,0.025883524141363863,60,114,1,3927.69,16,2,9,411,0,0,1,0,1,0,0
632.69,1,0.02538576406172225,80,76,1,4363.74,16,1,9,419,1,0,0,0,0,1,0
25.77,1,0.0233947237431558,68,18,1,4331.54,16,0,10,399,0,0,1,0,0,1,0
77.54,1,0.0233947237431558,67,73,1,4536.38,17,2,2,642,0,0,1,0,0,1,0
178.87,1,0.018914883026381283,35,180,1,5241.23,16,1,5,531,0,0,1,1,0,0,0
260.63,1,0.02687904430064709,37,142,1,7534.73,18,2,12,320,0,1,0,0,1,0,0
143.21,1,0.02140368342458935,35,135,1,6374.82,17,4,1,661,0,0,1,0,1,0,0
76.39,1,0.02538576406172225,18,219,1,5976.0,17,4,1,661,0,1,0,0,0,0,1
118.1,1,0.02687904430064709,50,50,1,7976.6,16,0,9,406,1,0,0,0,1,0,0
601.4,0,0.0273768043802887,56,104,1,8458.29,17,1,5,524,0,1,0,0,1,0,0
6.3,1,0.021901443504230962,80,283,5,7697.68,18,3,12,326,0,1,0,0,0,1,0
366.93,1,0.023892483822797413,66,33,1,6697.79,18,0,12,329,0,0,1,0,0,1,0
703.89,1,0.0233947237431558,46,62,1,3583.67,16,4,9,409,0,0,1,0,1,0,0
303.43,1,0.021901443504230962,22,30,1,1833.24,17,1,6,517,0,1,0,0,0,0,1
279.3,1,0.02687904430064709,19,48,1,1193.61,17,3,6,501,1,0,0,0,0,0,1
120.9,1,0.02687904430064709,40,52,1,9009.42,16,2,7,481,0,1,0,1,0,0,0
172.5,1,0.021901443504230962,68,31,1,6851.16,16,1,11,356,0,0,1,1,0,0,0
55.86,1,0.0273768043802887,39,68,1,5346.46,17,0,1,651,0,0,1,0,1,0,0
375.17,1,0.02687904430064709,51,66,2,5495.3,17,3,6,515,1,0,0,0,1,0,0
122.45,1,0.024390243902439025,46,98,1,7255.49,16,0,1,658,0,1,0,1,0,0,0
515.94,1,0.0233947237431558,29,37,1,1389.89,16,4,12,318,1,0,0,0,1,0,0
757.15,1,0.022896963663514187,53,38,1,4702.86,16,1,1,657,0,0,1,0,1,0,0
44.52,1,0.01841712294673967,28,205,1,314.28,18,1,3,587,0,0,1,0,0,0,1
348.44,1,0.018914883026381283,24,147,1,1022.94,17,0,11,364,0,0,1,0,0,0,1
288.04,1,0.02538576406172225,68,63,1,1748.02,16,3,8,438,1,0,0,0,0,1,0
98.87,1,0.025883524141363863,20,179,1,533.2,17,1,1,671,0,0,1,0,0,0,1
267.9,1,0.0233947237431558,20,160,1,596.16,16,0,10,392,0,0,1,0,0,0,1
320.11,1,0.01841712294673967,23,130,1,4076.48,16,3,8,431,0,1,0,0,0,0,1
770.65,1,0.02040816326530612,31,137,1,7198.8,17,2,7,488,0,0,1,1,0,0,0
94.3,1,0.0233947237431558,57,57,1,11088.95,17,0,12,315,0,1,0,1,0,0,0
135.27,1,0.02140368342458935,48,131,1,9410.51,16,3,8,452,1,0,0,1,0,0,0
1182.86,1,0.02687904430064709,30,34,1,7696.16,16,0,12,329,0,0,1,0,1,0,0
308.23,1,0.022399203583872575,60,23,1,4150.63,16,0,4,567,1,0,0,0,0,1,0
94.82,0,0.021901443504230962,67,56,1,1267.72,16,1,3,594,0,1,0,0,0,1,0
704.69,1,0.022399203583872575,51,150,1,3267.84,17,1,7,475,0,0,1,0,0,1,0
113.64,1,0.025883524141363863,62,32,1,6675.03,17,1,10,377,0,0,1,0,0,1,0
119.89,1,0.02687904430064709,67,60,1,6697.77,17,1,12,321,1,0,0,1,0,0,0
119.3,1,0.0233947237431558,34,22,5,319.04,16,0,8,434,0,1,0,0,1,0,0
139.88,1,0.022399203583872575,34,162,1,2969.71,16,0,1,651,1,0,0,0,1,0,0
10.65,1,0.017421602787456445,54,161,1,13240.72,16,0,4,560,0,0,1,1,0,0,0
121.91,1,0.024888003982080638,60,133,1,14510.8,18,0,6,497,0,1,0,1,0,0,0
20.28,1,0.02687904430064709,36,213,1,2047.83,17,2,7,474,0,0,1,0,1,0,0
175.07,1,0.022399203583872575,26,169,1,1040.25,17,0,9,427,0,1,0,0,0,0,1
716.62,1,0.02140368342458935,44,241,1,6987.4,16,0,4,574,1,0,0,1,0,0,0
46.6,1,0.025883524141363863,55,68,1,1562.9,17,2,8,432,0,0,1,1,0,0,0
112.07,1,0.02538576406172225,23,51,1,930.3,16,0,10,399,0,1,0,0,0,0,1
514.33,1,0.0273768043802887,25,160,1,1592.94,16,4,6,521,0,1,0,0,0,0,1
162.59,1,0.0233947237431558,64,19,1,7104.83,16,2,2,621,0,1,0,0,0,1,0
485.54,1,0.023892483822797413,46,143,1,6371.51,17,0,2,637,1,0,0,0,1,0,0
248.76,1,0.015430562468889995,21,117,1,6178.77,18,0,3,595,0,1,0,0,0,0,1
218.37,1,0.023892483822797413,62,105,1,9942.24,16,0,6,518,1,0,0,1,0,0,0
411.52,1,0.0273768043802887,41,88,1,11108.39,17,1,1,664,1,0,0,1,0,0,0
60.11,0,0.017421602787456445,61,122,1,7235.87,17,0,11,343,0,1,0,0,0,1,0
537.71,0,0.0233947237431558,19,175,1,1806.08,16,1,4,580,0,0,1,0,0,0,1
253.55,1,0.02040816326530612,28,85,5,2797.26,16,2,1,663,1,0,0,0,1,0,0
39.69,1,0.023892483822797413,70,163,1,3524.68,17,0,4,560,0,0,1,0,0,1,0
60.65,0,0.02687904430064709,56,53,1,1047.28,18,4,5,528,0,1,0,0,0,1,0
56.84,1,0.022896963663514187,45,185,1,7977.78,17,0,8,448,1,0,0,0,1,0,0
345.81,1,0.022896963663514187,40,135,1,6116.8,16,0,6,497,0,1,0,0,1,0,0
357.72,1,0.02538576406172225,53,25,1,7659.5,17,0,8,455,1,0,0,0,0,1,0
186.6,1,0.018914883026381283,58,13,1,1508.72,16,1,7,489,0,0,1,1,0,0,0
493.42,1,0.018914883026381283,39,111,1,2232.84,17,2,6,509,0,1,0,0,1,0,0
85.01,0,0.015430562468889995,25,157,1,1299.4,18,0,1,651,1,0,0,0,0,0,1
218.57,0,0.0233947237431558,62,102,1,13869.86,16,0,10,385,0,1,0,1,0,0,0
178.26,1,0.02687904430064709,59,59,1,1137.13,16,0,10,385,1,0,0,0,0,1,0
162.1,1,0.023892483822797413,41,151,1,8576.65,17,2,12,334,0,1,0,0,1,0,0
598.66,0,0.02538576406172225,32,222,1,2587.11,16,1,1,664,0,1,0,0,1,0,0
137.84,1,0.024888003982080638,27,83,1,1000.35,16,0,11,357,1,0,0,0,0,0,1
21.13,1,0.02140368342458935,28,153,1,948.7,16,1,4,559,0,1,0,0,0,0,1
59.32,1,0.0273768043802887,71,38,1,5750.89,16,1,2,615,0,1,0,0,0,1,0
209.99,1,0.02538576406172225,19,40,1,1938.01,17,3,9,424,1,0,0,0,0,0,1
232.79,0,0.0233947237431558,55,145,1,2661.3,17,2,9,411,0,1,0,0,0,1,0
190.17,1,0.018914883026381283,49,265,1,12893.85,17,4,6,514,1,0,0,1,0,0,0
180.24,1,0.0233947237431558,58,144,1,8431.23,17,0,7,490,0,1,0,0,1,0,0
91.77,1,0.024888003982080638,51,174,1,9240.73,17,2,3,600,0,1,0,1,0,0,0
170.19,0,0.0273768043802887,27,156,5,745.87,17,4,7,486,0,1,0,0,0,0,1
59.44,1,0.024888003982080638,35,176,1,5472.03,17,1,6,510,0,0,1,0,1,0,0
74.11,1,0.023892483822797413,22,49,1,1257.9,16,1,7,475,0,1,0,0,0,0,1
25.38,1,0.017421602787456445,57,66,1,8616.05,16,0,10,378,0,1,0,0,1,0,0
259.91,1,0.02538576406172225,49,170,1,7176.86,16,0,11,364,0,0,1,1,0,0,0
430.98,1,0.018914883026381283,24,93,1,569.25,18,1,10,391,0,1,0,0,0,0,1
231.92,1,0.0233947237431558,66,12,1,5715.08,18,0,7,483,1,0,0,1,0,0,0
29.72,1,0.0233947237431558,26,38,1,1059.62,17,2,7,474,1,0,0,0,0,0,1
183.32,1,0.022896963663514187,21,74,1,137.42,16,2,5,544,1,0,0,0,0,0,1
288.43,1,0.0233947237431558,66,72,1,4577.09,16,0,5,546,0,1,0,0,0,1,0
27.44,1,0.02538576406172225,62,164,1,5950.48,17,0,11,364,1,0,0,0,0,1,0
17.79,1,0.02040816326530612,61,162,5,2281.9,17,2,2,621,0,1,0,0,0,1,0
61.37,1,0.021901443504230962,75,164,1,4294.44,16,0,2,637,0,1,0,0,0,1,0
196.08,1,0.0233947237431558,61,98,1,4233.82,16,4,8,437,0,0,1,0,0,1,0
83.43,1,0.024390243902439025,56,109,1,1870.16,16,1,5,524,0,0,1,0,0,1,0
54.85,0,0.0233947237431558,58,40,1,2727.45,16,1,9,426,0,1,0,0,0,1,0
63.54,1,0.02140368342458935,26,136,1,4401.78,18,0,5,532,1,0,0,0,1,0,0
364.81,1,0.02538576406172225,25,53,1,1145.23,17,0,6,497,0,0,1,0,0,0,1
154.21,1,0.02538576406172225,46,75,1,8045.77,16,0,1,672,0,0,1,0,1,0,0
76.51,0,0.0233947237431558,49,120,4,9475.4,16,0,4,581,0,0,1,0,1,0,0
62.86,1,0.023892483822797413,25,31,1,1040.43,16,0,5,546,0,1,0,0,0,0,1
296.0,1,0.022399203583872575,35,248,1,7418.82,16,0,5,539,0,1,0,1,0,0,0
335.5,1,0.019910403185664508,63,47,1,6445.4,16,0,8,448,1,0,0,0,0,1,0
474.77,1,0.02538576406172225,46,284,1,8494.53,18,4,10,395,0,0,1,0,1,0,0
1413.24,1,0.024390243902439025,58,199,1,7272.01,18,0,11,364,1,0,0,0,1,0,0
275.92,0,0.022399203583872575,62,107,1,1777.38,18,0,9,413,0,1,0,0,0,1,0
120.29,1,0.02538576406172225,19,77,1,1362.39,18,0,12,322,0,1,0,0,0,0,1
219.44,1,0.018914883026381283,42,23,1,4207.27,18,3,7,473,0,0,1,0,1,0,0
11.19,1,0.023892483822797413,60,40,1,9877.17,17,0,1,672,1,0,0,0,1,0,0
396.45,1,0.024390243902439025,49,168,3,9690.15,16,0,9,406,1,0,0,0,1,0,0
29.22,1,0.025883524141363863,27,69,1,7795.79,18,0,2,616,1,0,0,0,1,0,0
332.33,1,0.02538576406172225,27,101,1,192.63,17,1,6,503,1,0,0,0,0,0,1
206.25,1,0.018914883026381283,74,56,1,3651.07,16,1,10,398,1,0,0,0,0,1,0
14.28,1,0.0233947237431558,23,81,1,1597.51,17,4,9,416,1,0,0,0,0,0,1
112.05,0,0.0233947237431558,26,159,1,1122.88,16,3,10,375,1,0,0,0,0,0,1
163.68,1,0.02538576406172225,41,292,1,10090.05,16,3,9,403,0,1,0,1,0,0,0
537.86,1,0.02538576406172225,27,134,1,293.06,16,1,9,412,0,0,1,0,0,0,1
1225.5,0,0.022399203583872575,50,109,1,8611.17,16,0,11,343,0,0,1,1,0,0,0
78.92,0,0.02040816326530612,59,95,1,5624.86,18,3,6,508,0,0,1,0,1,0,0
168.99,1,0.018914883026381283,18,203,1,1523.57,18,0,5,553,1,0,0,0,0,0,1
280.92,1,0.0233947237431558,41,168,1,5298.85,18,0,1,308,0,0,1,1,0,0,0
151.14,1,0.0233947237431558,64,38,1,2156.54,16,3,6,522,0,0,1,0,0,1,0
20.05,1,0.024888003982080638,72,171,1,7145.67,17,2,11,341,1,0,0,0,0,1,0
378.85,1,0.021901443504230962,78,126,1,2300.53,17,4,6,507,0,1,0,0,0,1,0
321.79,0,0.022896963663514187,63,61,1,5959.2,17,0,8,455,1,0,0,0,0,1,0
182.42,1,0.02538576406172225,51,137,1,3051.29,16,2,3,593,0,1,0,0,0,1,0
1105.88,1,0.024888003982080638,34,36,1,2636.32,17,0,3,609,1,0,0,0,1,0,0
408.62,0,0.02687904430064709,48,159,1,2498.48,17,0,5,532,0,0,1,0,1,0,0
235.83,0,0.0233947237431558,53,169,1,4120.75,16,4,9,430,0,0,1,0,1,0,0
301.51,1,0.02538576406172225,22,284,1,1052.31,16,4,2,619,1,0,0,0,0,0,1
215.13,1,0.02538576406172225,46,114,1,3956.69,16,3,1,669,0,0,1,0,1,0,0
149.4,1,0.024888003982080638,53,123,1,1035.22,16,1,5,552,1,0,0,0,0,1,0
477.54,0,0.0233947237431558,23,52,1,1598.63,17,0,8,441,1,0,0,0,0,0,1
1076.98,1,0.025883524141363863,60,173,1,11833.73,18,2,12,320,0,1,0,1,0,0,0
472.48,1,0.024390243902439025,55,87,1,7128.82,17,0,2,616,0,1,0,0,1,0,0
226.37,0,0.017421602787456445,49,141,1,9840.04,17,0,9,413,0,1,0,1,0,0,0
837.29,1,0.0233947237431558,25,216,1,6012.67,16,0,11,343,0,1,0,0,0,0,1
8.45,1,0.0273768043802887,22,141,1,1115.3,17,4,2,633,1,0,0,0,0,0,1
768.94,1,0.0233947237431558,64,53,1,6860.18,17,2,10,390,0,1,0,0,0,1,0
99.11,1,0.0273768043802887,55,12,1,5414.87,16,0,5,553,0,0,1,0,0,1,0
33.03,1,0.018914883026381283,21,28,1,935.88,16,3,8,452,0,1,0,0,0,0,1
170.26,1,0.024888003982080638,27,265,1,1969.48,16,0,9,406,1,0,0,0,0,0,1
561.58,1,0.019910403185664508,65,23,1,11748.86,17,4,6,500,0,0,1,1,0,0,0
345.22,1,0.02538576406172225,69,253,1,4046.58,16,1,9,426,0,1,0,0,0,1,0
484.3,0,0.02538576406172225,61,230,3,7910.3,17,1,10,384,0,0,1,0,0,1,0
485.51,0,0.023892483822797413,76,37,1,3074.45,16,1,11,342,0,0,1,0,0,1,0
275.65,0,0.02140368342458935,28,14,1,4957.57,16,0,8,448,0,1,0,0,1,0,0
41.49,1,0.017421602787456445,24,13,1,928.33,16,0,4,560,0,0,1,0,0,0,1
242.03,1,0.02140368342458935,58,124,1,4382.73,16,0,3,602,0,0,1,0,1,0,0
34.67,1,0.024888003982080638,19,71,1,888.6,16,1,4,559,0,0,1,0,0,0,1
126.83,1,0.023892483822797413,57,39,1,6100.98,16,0,2,623,0,1,0,0,0,1,0
67.15,1,0.0233947237431558,59,14,1,9028.49,17,0,11,350,0,0,1,1,0,0,0
94.59,1,0.018914883026381283,39,34,1,6171.89,17,4,12,339,0,0,1,1,0,0,0
211.91,1,0.0233947237431558,20,181,1,927.47,16,0,9,413,0,0,1,0,0,0,1
47.23,0,0.0233947237431558,73,160,1,6659.81,18,3,8,459,0,0,1,0,0,1,0
577.12,1,0.021901443504230962,39,69,1,5265.88,17,4,1,647,1,0,0,0,1,0,0
164.52,1,0.02140368342458935,61,162,1,11036.74,16,0,12,315,1,0,0,1,0,0,0
637.97,1,0.024390243902439025,58,90,1,7949.03,17,0,10,378,0,1,0,0,0,1,0
161.31,1,0.022399203583872575,28,13,1,1268.67,16,0,9,420,1,0,0,0,0,0,1
1074.95,1,0.02040816326530612,20,91,1,530.86,16,4,6,521,0,1,0,0,0,0,1
73.28,1,0.02538576406172225,21,21,1,1329.41,17,4,3,605,0,1,0,0,0,0,1
273.92,1,0.021901443504230962,28,35,1,1029.15,17,0,5,546,0,0,1,0,0,0,1
997.37,1,0.02687904430064709,23,145,1,1146.09,18,4,12,318,1,0,0,0,0,0,1
547.87,1,0.021901443504230962,64,131,1,6155.76,17,0,7,483,1,0,0,0,0,1,0
42.09,1,0.02538576406172225,29,118,1,5526.28,18,4,1,654,0,1,0,0,1,0,0
58.85,0,0.023892483822797413,71,115,1,1789.8,17,0,5,539,0,0,1,0,0,1,0
633.87,1,0.02538576406172225,27,175,1,330.16,16,4,12,332,0,0,1,0,0,0,1
705.34,1,0.018914883026381283,59,124,1,5003.22,18,1,9,419,0,0,1,1,0,0,0
154.99,1,0.0233947237431558,25,53,1,1419.31,17,0,8,434,0,1,0,0,0,0,1
435.27,1,0.024888003982080638,74,90,1,4673.28,17,2,10,397,0,1,0,0,0,1,0
806.97,1,0.0273768043802887,25,11,1,102.2,17,1,3,608,0,0,1,0,0,0,1
98.03,1,0.01841712294673967,54,165,1,6323.45,18,0,12,322,0,1,0,0,1,0,0
353.59,0,0.024390243902439025,52,109,5,1822.34,17,4,8,451,0,1,0,0,0,1,0
757.41,1,0.0273768043802887,22,37,1,9532.42,16,4,5,549,1,0,0,0,0,0,1
189.77,1,0.022896963663514187,58,24,1,6570.36,16,0,2,616,0,1,0,0,1,0,0
471.88,0,0.023892483822797413,34,141,1,14833.34,18,0,10,371,0,0,1,1,0,0,0
178.88,0,0.02140368342458935,76,93,4,4708.29,17,0,6,504,0,1,0,0,0,1,0
86.07,1,0.02140368342458935,31,23,1,842.56,18,0,11,350,0,1,0,1,0,0,0
341.15,1,0.023892483822797413,18,148,1,511.37,17,0,2,630,0,0,1,0,0,0,1
688.36,0,0.0233947237431558,23,22,1,5191.13,16,4,6,493,0,1,0,0,0,0,1
355.0,0,0.02687904430064709,26,33,1,185.47,16,1,8,433,0,0,1,0,0,0,1
302.76,1,0.019910403185664508,38,88,3,8583.39,17,3,11,354,1,0,0,0,1,0,0
1154.79,1,0.021901443504230962,51,108,1,6180.3,17,2,8,460,1,0,0,1,0,0,0
16.53,1,0.023892483822797413,21,220,1,707.95,17,0,7,469,1,0,0,0,0,0,1
386.38,1,0.0233947237431558,42,135,1,5528.36,16,1,1,650,0,0,1,0,1,0,0
297.86,0,0.023892483822797413,28,96,1,1680.14,17,0,2,637,1,0,0,0,0,0,1
428.61,1,0.02687904430064709,66,62,1,11937.04,16,0,1,665,1,0,0,1,0,0,0
215.94,0,0.021901443504230962,22,140,1,1841.69,16,0,6,518,0,0,1,0,0,0,1
107.4,1,0.021901443504230962,58,32,1,344.07,16,3,6,501,0,0,1,1,0,0,0
227.22,1,0.01841712294673967,53,220,1,832.82,18,0,3,588,1,0,0,1,0,0,0
28.31,0,0.02538576406172225,59,20,1,8334.47,17,0,7,476,0,0,1,1,0,0,0
263.92,0,0.02538576406172225,57,233,1,4161.71,17,2,7,467,0,1,0,0,0,1,0
287.51,1,0.01841712294673967,22,255,1,187.65,16,0,5,532,0,0,1,0,0,0,1
150.03,1,0.021901443504230962,73,176,1,7491.42,16,0,7,483,1,0,0,0,0,1,0
73.95,1,0.02538576406172225,26,76,1,363.92,16,4,11,367,1,0,0,0,0,0,1
486.61,0,0.019910403185664508,48,130,1,2006.69,16,1,11,342,1,0,0,0,1,0,0
88.06,0,0.022896963663514187,18,288,1,1779.85,17,4,10,374,0,0,1,0,0,0,1
427.69,1,0.022896963663514187,43,236,1,2443.54,16,1,3,587,1,0,0,0,1,0,0
213.42,1,0.021901443504230962,45,17,1,3736.38,17,3,7,466,1,0,0,0,1,0,0
165.8,1,0.022399203583872575,60,287,1,2064.76,17,3,5,550,0,0,1,0,1,0,0
220.52,1,0.0273768043802887,57,152,1,1793.09,16,2,6,516,1,0,0,0,0,1,0
692.55,1,0.02538576406172225,53,109,1,2451.56,16,1,3,608,0,1,0,0,0,1,0
1143.67,1,0.02140368342458935,66,111,1,7677.76,16,0,10,371,0,0,1,0,0,1,0
36.12,1,0.023892483822797413,22,234,1,1593.03,17,2,11,341,0,0,1,0,0,0,1
1271.9,1,0.023892483822797413,47,155,1,2120.8,16,0,8,434,1,0,0,0,1,0,0
2.03,0,0.025883524141363863,33,28,1,3012.31,16,0,1,308,1,0,0,0,1,0,0
155.53,1,0.018914883026381283,29,66,1,4008.05,17,4,3,591,1,0,0,0,1,0,0
730.1,0,0.024888003982080638,77,93,1,6384.05,18,1,7,468,0,1,0,0,0,1,0
139.72,1,0.0233947237431558,49,201,1,5058.83,17,0,1,658,0,1,0,0,1,0,0
207.65,1,0.0233947237431558,34,98,1,5143.8,16,0,9,420,0,0,1,0,1,0,0
362.68,0,0.02538576406172225,63,137,1,2040.77,18,0,1,658,1,0,0,0,0,1,0
262.22,0,0.018914883026381283,40,136,1,5711.71,17,3,7,480,1,0,0,0,1,0,0
139.45,1,0.02538576406172225,27,31,1,1305.76,16,0,7,483,0,0,1,0,0,0,1
223.85,1,0.02538576406172225,53,55,4,2929.91,16,0,10,399,1,0,0,0,1,0,0
257.6,0,0.02687904430064709,59,293,1,7950.74,16,0,12,322,0,0,1,0,0,1,0
130.4,1,0.022896963663514187,45,63,1,4381.24,16,0,4,581,0,1,0,0,1,0,0
71.29,1,0.024888003982080638,68,55,2,7225.63,17,3,2,641,1,0,0,0,0,1,0
364.13,1,0.02687904430064709,63,61,1,8198.0,16,4,2,640,1,0,0,1,0,0,0
26.1,1,0.0233947237431558,27,32,1,1435.72,16,4,2,626,1,0,0,0,0,0,1
308.42,1,0.022399203583872575,75,39,1,5427.81,16,1,5,552,0,1,0,0,0,1,0
390.77,1,0.015430562468889995,44,34,1,5500.56,16,0,10,371,0,0,1,1,0,0,0
136.48,1,0.02538576406172225,52,138,4,4618.53,16,0,8,448,0,0,1,0,1,0,0
188.13,0,0.02040816326530612,75,198,1,5029.87,18,4,6,521,0,0,1,0,0,1,0
265.37,1,0.018914883026381283,33,77,1,5229.95,17,4,5,528,0,1,0,0,1,0,0
1173.74,0,0.021901443504230962,61,61,1,10456.24,16,0,9,406,0,0,1,1,0,0,0
281.91,1,0.02538576406172225,25,269,1,225.53,17,3,1,662,0,1,0,0,0,0,1
180.36,0,0.02687904430064709,33,55,1,9905.23,16,1,5,524,0,0,1,0,1,0,0
107.47,1,0.023892483822797413,67,144,1,7517.5,17,2,4,572,0,0,1,0,0,1,0
254.21,1,0.0233947237431558,48,46,1,2487.2,16,0,5,532,1,0,0,0,1,0,0
335.48,1,0.02687904430064709,45,155,1,3023.16,16,3,3,613,0,1,0,0,1,0,0
649.28,1,0.023892483822797413,75,137,1,4875.86,17,3,3,613,1,0,0,0,0,1,0
81.35,1,0.023892483822797413,41,103,1,7192.45,17,0,1,651,0,0,1,0,1,0,0
46.96,1,0.022399203583872575,46,12,1,2028.92,16,4,6,493,0,0,1,0,1,0,0
57.49,0,0.025883524141363863,24,177,1,765.15,18,3,11,354,0,0,1,0,0,0,1
335.63,1,0.02687904430064709,55,216,1,1019.39,17,1,1,650,0,0,1,0,0,1,0
414.77,1,0.0233947237431558,29,274,1,5599.81,17,0,1,308,0,0,1,1,0,0,0
72.82,1,0.023892483822797413,68,127,1,6911.62,16,4,11,360,0,0,1,1,0,0,0
456.05,1,0.025883524141363863,68,20,1,11729.51,17,4,3,598,0,1,0,1,0,0,0
64.92,1,0.02140368342458935,58,236,1,5481.76,18,4,5,535,0,1,0,0,1,0,0
57.07,0,0.02538576406172225,31,99,1,9323.71,16,4,8,437,0,0,1,1,0,0,0
340.05,1,0.025883524141363863,43,37,1,7234.15,17,4,10,374,1,0,0,0,1,0,0
309.42,1,0.02538576406172225,27,42,1,8564.46,16,2,10,383,0,1,0,0,1,0,0
332.0,1,0.02538576406172225,69,17,1,5943.13,16,3,4,557,1,0,0,0,0,1,0
659.15,1,0.02538576406172225,22,204,1,1241.59,16,1,1,643,1,0,0,0,0,0,1
523.02,1,0.02040816326530612,53,83,1,4586.11,18,4,5,535,0,0,1,0,0,1,0
456.93,0,0.021901443504230962,28,193,1,7284.76,16,1,9,405,0,1,0,0,1,0,0
28.53,1,0.018914883026381283,62,99,1,8670.53,16,2,5,523,0,0,1,1,0,0,0
299.42,0,0.023892483822797413,63,53,1,4735.41,17,0,12,336,0,1,0,0,0,1,0
205.65,1,0.023892483822797413,62,144,1,3582.16,16,3,7,480,0,1,0,0,0,1,0
263.99,1,0.02140368342458935,79,227,2,4175.02,16,1,5,538,0,1,0,0,0,1,0
194.99,1,0.02040816326530612,34,91,1,1370.03,17,4,12,339,0,1,0,0,1,0,0
159.0,1,0.022399203583872575,49,38,1,369.79,18,0,3,609,1,0,0,0,1,0,0
29.92,0,0.02538576406172225,68,63,1,7855.01,16,0,1,308,0,0,1,1,0,0,0
7.76,0,0.022399203583872575,52,84,1,7393.11,17,0,3,588,0,0,1,0,0,1,0
7.38,1,0.023892483822797413,67,105,1,2923.83,16,2,3,600,0,0,1,0,0,1,0
230.51,0,0.0233947237431558,51,56,1,9522.37,18,4,2,626,0,1,0,0,1,0,0
169.5,1,0.02538576406172225,28,142,1,918.88,16,3,9,424,0,1,0,0,0,0,1
203.99,1,0.0273768043802887,52,215,1,4840.31,16,4,1,654,0,0,1,0,0,1,0
68.19,0,0.02538576406172225,40,189,1,9895.1,16,1,3,601,0,0,1,1,0,0,0
142.58,1,0.0233947237431558,33,145,1,7844.23,16,0,6,504,1,0,0,0,1,0,0
94.64,0,0.024390243902439025,28,144,1,586.76,18,0,5,539,1,0,0,0,0,0,1
169.28,1,0.0273768043802887,45,114,1,5128.44,18,0,3,588,0,1,0,1,0,0,0
73.23,1,0.0233947237431558,20,172,1,1309.85,16,4,6,500,0,1,0,0,0,0,1
